,date,country_1,country_2,country_3,country_4,countries,organization,claim,source,source_url,fact_check_url,fact_check_lang,final_rating,explanation,category,countries_list,source_domain,resolved_url,resolved_domain,datetime,claim_p
216,1/30/2020,United States,,,,United States,PolitiFact,"“Cocaine kills coronavirus, scientists are shocked to discover that this drug can fight the virus.”",Facebook,https://www.facebook.com/2585076391537421/photos/a.2589308767780850/3254889974556056/?type=3&theater,https://www.politifact.com/factchecks/2020/feb/11/facebook-posts/cocaine-not-shown-treat-novel-coronavirus/,English,false,This “breaking news” image is from an online news generator and not based on any real news coverage.,cures,['United States'],facebook.com,https://www.facebook.com/2585076391537421/photos/a.2589308767780850/3254889974556056/?type=3&theater,facebook.com,2020-01-30,"['cocaine', 'kills', 'coronavirus', 'scientists', 'shocked', 'discover', 'drug', 'fight', 'virus']"
296,2/3/2020,Nigeria,,,,Nigeria,Dubawa,A viral image suggests that cocaine kills coronavirus.,Twitter,https://twitter.com/bizzleosikoya/status/1224305371356987392?s=12,https://dubawa.org/cocaine-does-not-cure-coronavirus/,English,false,"According to the WHO, there is no cure for the new coronavirus.",cures,['Nigeria'],twitter.com,https://twitter.com/bizzleosikoya/status/1224305371356987392?s=12,twitter.com,2020-02-03,"['viral', 'image', 'suggests', 'cocaine', 'kills', 'coronavirus']"
566,2/13/2020,Portugal,,,,Portugal,Observador,Using cocaine kills the coronavirus,Facebook user,https://www.facebook.com/photo.php?fbid=10219879566166937&set=a.10200684910632545&type=3,https://observador.pt/factchecks/fact-check-o-consumo-de-cocaina-mata-o-coronavirus/,Portuguese,false,"There’s no scientific evidence to support this theory. In fact, there is still no cure for the COVID-19.",cures,['Portugal'],facebook.com,https://www.facebook.com/photo.php?fbid=10219879566166937&set=a.10200684910632545&type=3,facebook.com,2020-02-13,"['cocaine', 'kills', 'coronavirus']"
630,2/18/2020,India,,,,India,Vishvas News,Cocaine kills the coronavirus.,Facebook,https://archive.md/wip/cgd0p,https://www.vishvasnews.com/english/health/fact-check-post-claiming-cocaine-kills-coronavirus-is-fake/,English,false,This post is fake.,cures,['India'],archive.md,https://twitter.com/antonnewcombe/status/1222977443633467392/photo/1,twitter.com,2020-02-18,"['cocaine', 'kills', 'coronavirus']"
744,2/26/2020,United States,,,,United States,LeadStories,Cocaine kills the coronavirus.,Instagram,https://www.instagram.com/p/B7_oG2sjHVf/?utm_source=ig_embed,https://hoax-alert.leadstories.com/3471765-fact-check-scientists-did-not-discover-that-cocaine-kills-coronavirus.html,English,false,Fake story was generated by a website that allows people to create their own news stories. This is a previously disproved claim.,cures,['United States'],instagram.com,https://www.instagram.com/p/B7_oG2sjHVf/?utm_source=ig_embed,instagram.com,2020-02-26,"['cocaine', 'kills', 'coronavirus']"
1067,3/7/2020,India,,,,India,FactCrescendo,Cocaine cures COVID-19.,"Twitter, Facebook",https://twitter.com/bizzleosikoya/status/1224305371356987392,https://english.factcrescendo.com/2020/03/07/fact-check-cocaine-is-an-effective-medicine-to-treat-coronavirus/,English,false,The claim is false. There is no vaccine or medical treatment available for COVID-19. Cocaine is a stimulant and an addictive drug.,cures,['India'],twitter.com,https://twitter.com/bizzleosikoya/status/1224305371356987392,twitter.com,2020-03-07,"['cocaine', 'cures', 'covid']"
