,date,country_1,country_2,country_3,country_4,countries,organization,claim,source,source_url,fact_check_url,fact_check_lang,final_rating,explanation,category,countries_list,source_domain,resolved_url,resolved_domain,datetime,claim_p
11,1/22/2020,Canada,,,,Canada,Décrypteurs - Radio-Canada,Chinese influencer caused the new coronavirus outbreak after eating bat soup.,Twitter,https://twitter.com/Byron_Wan/status/1220167116734681088,https://ici.radio-canada.ca/nouvelle/1499031/femme-soupe-chauve-souris-coronavirus-chine-faux,French,false,"The footage was filmed in 2016 in Micronesia, and not in China.",causes,['Canada'],twitter.com,https://twitter.com/Byron_Wan/status/1220167116734681088,twitter.com,2020-01-22,"['chinese', 'influencer', 'caused', 'new', 'coronavirus', 'outbreak', 'eating', 'bat', 'soup']"
18,1/24/2020,Brazil,,,,Brazil,Aos Fatos,"Coronavirus may have spread due to the consumption of bat soup, according to scientists.",Media,https://perma.cc/44LX-SXLF,https://aosfatos.org/noticias/o-que-se-sabe-sobre-epidemia-do-novo-coronavirus/,Portuguese,false,"There is no evidence to support the claim that the consumption of bat soup is connected to the transmission of the 2019-nCoV. One recent study indicates that the new virus does share genetic information with other kinds of coronaviruses that infect bats, but it is still unclear which animals may have transmitted the virus to humans. Analyzing a genetic database, researchers concluded that Chinese snakes are the most likely reservoir for the new pathogen, but the hypothesis has yet to be tested experimentally.",causes,['Brazil'],perma.cc,https://extra.globo.com/noticias/page-not-found/sopa-de-morcego-pode-ter-disseminado-coronavirus-na-china-24206366.html,globo.com,2020-01-24,"['coronavirus', 'spread', 'consumption', 'bat', 'soup', 'according', 'scientists']"
65,1/27/2020,France,,,,France,France 24 Observers,Video shows a woman eating a bat soup in Wuhan.,"Twitter, Facebook, YouTube, TikTok, Instagram users, anonymous",https://perma.cc/CKT2-T3WK,https://observers.france24.com/fr/20200130-intox-chine-soupe-chauve-souris-rumeur-origine-coronavirus?check=1,French,no evidence,"We tracked the girl's social media accounts, confirmed they were authentic. She claims the video was taken over the summer but wouldn't tell were. The setup and meal look like Palau traditional bat soup but we couldn't confirm.",causes,['France'],perma.cc,https://twitter.com/weconnect1111/status/1220032161513787392?ref_src=twsrc^tfw|twcamp^tweetembed|twterm^1220032161513787392&ref_,twitter.com,2020-01-27,"['video', 'shows', 'woman', 'eating', 'bat', 'soup', 'wuhan']"
66,1/27/2020,France,,,,France,France 24 Observers,"Close-up of a bat soup bowl eaten in Wuhan, or elsewhere in China.","Twitter, Facebook, YouTube, TikTok, Instagram users, anonymous",https://perma.cc/XMQ9-KRN3,https://observers.france24.com/fr/20200130-intox-chine-soupe-chauve-souris-rumeur-origine-coronavirus?check=2,French,no evidence,"A local source in Palau said he recognized a specific local restaurant. Table, room setting and plates' decorations match with other pictures found online showing tourist dining in unspecified restaurant in Palau. Not enough elements for us to call it false but pretty close.",causes,['France'],perma.cc,https://twitter.com/chenqiushi404/status/1219885244670607361?ref_src=twsrc^tfw|twcamp^tweetembed|twterm^1219885244670607361&ref_,twitter.com,2020-01-27,"['close', 'bat', 'soup', 'bowl', 'eaten', 'wuhan', 'china']"
67,1/27/2020,France,,,,France,France 24 Observers,This video shows a woman eating a bat soup in Wuhan.,"YouTube, TikTok",https://perma.cc/7YAH-LN4Y,https://observers.france24.com/fr/20200130-intox-chine-soupe-chauve-souris-rumeur-origine-coronavirus?check=3,French,false,"This video was shot in Palau, in 2016.",causes,['France'],perma.cc,https://www.youtube.com/watch?v=U8hW30yAbTM,youtube.com,2020-01-27,"['video', 'shows', 'woman', 'eating', 'bat', 'soup', 'wuhan']"
68,1/27/2020,France,,,,France,France 24 Observers,This video shows a man eating a bat soup in a restaurant in China.,"Weibo, Instagram",https://perma.cc/87E2-4WQY,https://observers.france24.com/fr/20200130-intox-chine-soupe-chauve-souris-rumeur-origine-coronavirus?check=4,French,false,Many elements in the video matched pictures published by Chinese bloggers who visited Palau and documented their trip.,causes,['France'],perma.cc,https://www.instagram.com/tv/B74iID1FP_N/?utm_source=ig_embed,instagram.com,2020-01-27,"['video', 'shows', 'man', 'eating', 'bat', 'soup', 'restaurant', 'china']"
69,1/27/2020,France,,,,France,France 24 Observers,Filipinos are eating a bat soup in Wuhan.,YouTube,https://perma.cc/AJH5-LAVQ,https://observers.france24.com/fr/20200130-intox-chine-soupe-chauve-souris-rumeur-origine-coronavirus?check=5,French,false,YouTubers made the video last July in Palau.,causes,['France'],perma.cc,https://www.youtube.com/watch?time_continue=1&v=i3JN8Y6T89I&feature=emb_title,youtube.com,2020-01-27,"['filipinos', 'eating', 'bat', 'soup', 'wuhan']"
126,1/28/2020,Philippines,,,,Philippines,Rappler,"Two Filipinos ate bat soup in Wuhan, China, the epicenter of the 2019 novel coronavirus (nCoV), as seen in a video uploaded on Facebook.",Facebook,Unavaliable,https://www.rappler.com/newsbreak/fact-check/251715-video-filipinos-eating-bats-wuhan-china,English,false,"The original video was taken in Palau and was uploaded on YouTube on July 17, 2019 – at least 5 months before a case of the 2019-nCoV was first reported in Wuhan, China.",causes,['Philippines'],N/A,Unavaliable,N/A,2020-01-28,"['filipinos', 'ate', 'bat', 'soup', 'wuhan', 'china', 'epicenter', '2019', 'novel', 'coronavirus', 'ncov', 'seen', 'video', 'uploaded', 'facebook']"
189,1/30/2020,Spain,,,,Spain,Maldita.es,Video shows a plate of bat soup that allegedly started the coronavirus outbreak.,Twitter,https://twitter.com/Nelsored1/status/1220730233944465410,https://maldita.es/malditaciencia/que-sabemos-sobre-la-sopa-de-murcielago-y-su-relacion-con-el-origen-del-coronavirus/,Spanish,misleading,"There is yet no confirmation regarding the exact cause of the new coronavirus outbreak, although some scientists agree that bats can be (and have been in other occasions) carriers of coronavirus.",causes,['Spain'],twitter.com,https://twitter.com/Nelsored1/status/1220730233944465410,twitter.com,2020-01-30,"['video', 'shows', 'plate', 'bat', 'soup', 'allegedly', 'started', 'coronavirus', 'outbreak']"
190,1/30/2020,Spain,,,,Spain,Maldita.es,Video of a woman eating bat soup and its relation with the coronavirus outbreak.,"Website, Facebook",https://www.heaven32.com/internacional/influencer-que-comio-sopa-de-murcielago-en-medio-de-un-brote-de-coronavirus-habla-de-amenazas-de-muerte/,https://maldita.es/malditobulo/no-no-hay-pruebas-de-que-este-video-de-una-mujer-comiendo-una-sopa-de-murcielago-este-relacionado-con-el-coronavirus-fue-grabado-en-palaos-en-2016-no-en-china/,Spanish,misleading,"There is yet no confirmation regarding the exact cause of the outbreak. Also, the video was filmed in Palau in 2016, so there is no relation with the current coronavirus in China.",causes,['Spain'],heaven32.com,https://www.heaven32.com/internacional/influencer-que-comio-sopa-de-murcielago-en-medio-de-un-brote-de-coronavirus-habla-de-amenazas-de-muerte/,heaven32.com,2020-01-30,"['video', 'woman', 'eating', 'bat', 'soup', 'relation', 'coronavirus', 'outbreak']"
394,2/5/2020,Croatia,,,,Croatia,Faktograf,Coronavirus is caused by bat soup.,Website,http://dizajndoma.info/objavili-video-zene-koja-jede-sismise-uzrok-korona-virusa-vrlo-jasno-se-vidi-na-snimku/,https://faktograf.hr/2020/02/05/nije-dokazano-da-je-jedenje-juhe-od-sismisa-povezano-s-koronavirusom/,Croatian,false,There is no evidence that eating bat soup causes coronavirus.,causes,['Croatia'],dizajndoma.info,http://dizajndoma.info/objavili-video-zene-koja-jede-sismise-uzrok-korona-virusa-vrlo-jasno-se-vidi-na-snimku/,dizajndoma.info,2020-02-05,"['coronavirus', 'caused', 'bat', 'soup']"
429,2/6/2020,Mexico,,,,Mexico,Spondeo Media,Woman eats bat soup contaminated with coronavirus in China.,YouTube,https://www.youtube.com/watch?time_continue=7&v=GW5eZ2dEPhI&feature=emb_title,https://spondeomedia.com/enganoso-sopa-de-murcielago-contaminada-con-coronavirus/,Spanish,misleading,"The video was recorded on the island of Palau, Micronesia in 2016.",causes,['Mexico'],youtube.com,https://www.youtube.com/watch?time_continue=7&v=GW5eZ2dEPhI&feature=emb_title,youtube.com,2020-02-06,"['woman', 'eats', 'bat', 'soup', 'contaminated', 'coronavirus', 'china']"
