,date,country_1,country_2,country_3,country_4,countries,organization,claim,source,source_url,fact_check_url,fact_check_lang,final_rating,explanation,category,countries_list,source_domain,resolved_url,resolved_domain,datetime,claim_p
63,1/27/20,Croatia,,,,Croatia,Faktograf,BIll Gates contributed to the spread of coronavirus.,Facebook,https://www.facebook.com/MatrixWorldhr/posts/2902224963162032,https://faktograf.hr/?p=15933,Croatian,misleading,The work that Bill & Melinda Gates Foundation does on healthcare has in no way contributed to the spread of coronavirus.,conspiracy theory,['Croatia'],facebook.com,https://www.facebook.com/MatrixWorldhr/posts/2902224963162032,facebook.com,1/27/20,"['gates', 'contributed', 'spread', 'coronavirus']"
101,1/28/20,Canada,,,,Canada,Décrypteurs - Radio-Canada,Bill Gates predicted that the coronavirus pandemic would kill 65 million people and created a vaccine to eradicate Africans.,"Facebook, Website",https://www.facebook.com/www.RCANews236/posts/223289692413202,https://ici.radio-canada.ca/nouvelle/1689994/bill-gates-pandemie-coronavirus-covid19-event-201-didier-raoult-vaccin-afrique-faux,French,FALSE,The Bill Gates foundation funded a simulation which was not a prediction of the current pandemic and Bill Gates did not create a vaccine for coronavirus.,conspiracy theory,['Canada'],facebook.com,https://www.facebook.com/www.RCANews236/posts/223289692413202,facebook.com,1/28/20,"['gates', 'predicted', 'coronavirus', 'pandemic', 'kill', 'million', 'people', 'created', 'vaccine', 'eradicate', 'africans']"
120,1/28/20,United States,,,,United States,FactCheck.org,"“Bill and Melinda gates Foundation & others predicted up to 65 million deaths via coronavirus - in simulation ran 3 months ago""\",InfoWars,https://www.infowars.com/bill-and-melinda-gates-foundation-others-predicted-up-to-65-million-deaths-via-coronavirus-in-simulation-ran-3-months-ago/,https://www.factcheck.org/2020/01/new-coronavirus-wasnt-predicted-in-simulation/,English,FALSE,InfoWars distorted the facts about an emergency preparedness exercise for a fictional pandemic exercise.,conspiracy theory,['United States'],infowars.com,https://www.infowars.com/bill-and-melinda-gates-foundation-others-predicted-up-to-65-million-deaths-via-coronavirus-in-simulation-ran-3-months-ago/,infowars.com,1/28/20,"['melinda', 'gates', 'foundation', 'predicted', 'million', 'deaths', 'coronavirus', 'simulation', 'ran', 'months', 'ago']"
146,1/29/20,Spain,,,,Spain,Maldita.es,Bill Gates patented the coronavirus.,WhatsApp,Unavaliable,https://maldita.es/malditobulo/no-no-hay-pruebas-de-que-bill-gates-sea-el-propietario-de-la-patente-del-brote-del-nuevo-coronavirus-iniciado-en-china/,Spanish,no evidence,Please click the link to read the full article,conspiracy theory,['Spain'],N/A,Unavaliable,N/A,1/29/20,"['gates', 'patented', 'coronavirus']"
161,1/29/20,Lithuania,,,,Lithuania,15min.lt,"Coronavirus was made in a lab, with pre existing patents for a vaccine. The Bill and Melinda Gates foundation is involved in spreading the coronavirus.","Ugnius Kiguolis, local antivaxer, a businessman",https://www.facebook.com/photo.php?fbid=2527224704185279&set=a.1374802509427510&type=3,https://www.15min.lt/naujiena/aktualu/lietuva/samokslo-teorijos-apie-koronavirusa-jau-lietuvoje-jas-platina-u-kiguolis-56-1267990,Lithuanian,FALSE,Please click the link to read the full article,conspiracy theory,['Lithuania'],facebook.com,https://www.facebook.com/photo.php?fbid=2527224704185279&set=a.1374802509427510&type=3,facebook.com,1/29/20,"['coronavirus', 'lab', 'pre', 'existing', 'patents', 'vaccine', 'melinda', 'gates', 'foundation', 'involved', 'spreading', 'coronavirus']"
169,1/29/20,France,United States,,,"France, United States",Les Décodeurs,Bill Gates predicted and simulated the COVID-19 pandemic.,Wikistrike.com,http://www.wikistrike.com/2020/01/bill-gates-a-predit-le-coronavirus-chinois-il-y-a-un-an-avec-une-simulation-quasi-copiee-collee-predisant-la-mort-de-33-millions-de,https://www.lemonde.fr/les-decodeurs/article/2020/02/06/coronavirus-la-fondation-gates-a-t-elle-organise-une-simulation-de-l-epidemie-a-la-fin-de-2019_6028667_4355770.html,French,FALSE,Bill Gates' foundation worked on the possibility that a coronavirus could spread and be responsible of a pandemia. It can't be taken as a prediction because multiple coronavirus have been known for decades. It didn't foresee the current pandemia.,conspiracy theory,"['France', 'United States']",wikistrike.com,http://www.wikistrike.com/2020/01/bill-gates-a-predit-le-coronavirus-chinois-il-y-a-un-an-avec-une-simulation-quasi-copiee-collee-predisant-la-mort-de-33-millions-de,wikistrike.com,1/29/20,"['gates', 'predicted', 'simulated', 'covid', 'pandemic']"
181,1/30/20,Poland,,,,Poland,Demagog,Gates Foundation has funded the development of the new coronavirus.,Website,https://wolnemedia.net/koronawirus-z-wuhan-uzyskal-patent-w-2018-r/?fbclid=IwAR2m1ZyaKlwAAg2hP8xu2OEKrKR2LswRUyLrvCZfpHB2Ruhvit6h4sdt6D4,https://demagog.org.pl/analizy_i_raporty/nie-bill-gates-nie-sfinansowal-koronawirusa-z-wuhan/,Polish,FALSE,"The article was based on a false connection of facts concerning the Gates Foundation and the Pirbright Institute which resulted in a misleading context and, ultimately, in a disinformative article.",conspiracy theory,['Poland'],wolnemedia.net,https://wolnemedia.net/koronawirus-z-wuhan-uzyskal-patent-w-2018-r/?fbclid=IwAR2m1ZyaKlwAAg2hP8xu2OEKrKR2LswRUyLrvCZfpHB2Ruhvit6h4sdt6D4,wolnemedia.net,1/30/20,"['gates', 'foundation', 'funded', 'development', 'new', 'coronavirus']"
254,1/31/20,Spain,,,,Spain,Newtral.es,An institute funded by Bill Gates will contribute to 65 million deaths in the coronavirus outbreak.,Many social media platforms,Unavaliable,https://www.newtral.es/no-hay-pruebas-de-que-bill-gates-sea-el-propietario-de-la-patente-de-la-nueva-cepa-del-coronavirus/20200131/,Spanish,FALSE,The healthcare work by the Bill and Melinda Gates Foundation has not contributed to the spread of coronavirus.,conspiracy theory,['Spain'],N/A,Unavaliable,N/A,1/31/20,"['institute', 'funded', 'gates', 'contribute', 'million', 'deaths', 'coronavirus', 'outbreak']"
5583,1/31/20,Argentina,,,,Argentina,AFP,Bill Gates predicted the coronavirus outbreak.,Facebook,https://perma.cc/HUV9-M5N7,https://factual.afp.com/la-fundacion-de-bill-gates-participo-en-un-simulacro-de-pandemia-pero-con-sintomas-comunes-varias,Spanish,misleading,"The Bill Gates Foundation did particiapte in a pandemic drill, but it was based on another virus model and another epidemic from years ago.",,['Argentina'],perma.cc,https://www.facebook.com/siedmiomilowy/photos/a.2047184432175803/2734927576734815/?type=3&theater,facebook.com,1/31/20,"['gates', 'predicted', 'coronavirus', 'outbreak']"
5425,1/31/20,Argentina,,,,Argentina,AFP,Bill Gates predicted the coronavirus outbreak.,Facebook,https://perma.cc/HUV9-M5N7,https://factual.afp.com/la-fundacion-de-bill-gates-participo-en-un-simulacro-de-pandemia-pero-con-sintomas-comunes-varias,Spanish,FALSE,"The Bill Gates Foundation participated in a pandemic drill that is not associated with the coronavirus. It was based on a invented virus model that also coincide with epidemics from previous years, caused by other strains.",,['Argentina'],perma.cc,https://www.facebook.com/siedmiomilowy/photos/a.2047184432175803/2734927576734815/?type=3&theater,facebook.com,1/31/20,"['gates', 'predicted', 'coronavirus', 'outbreak']"
267,2/1/20,Turkey,,,,Turkey,Teyit,The Gates Foundation was the real agent behind the pandemic.,Journalist,https://dai.ly/x7r906q,https://teyit.org/koronavirus-salgininin-arkasinda-gates-vakfinin-oldugu-iddiasi/,Turkish,FALSE,A simulation the Gates Foundation funded was based on another coronavirus in the same family.,conspiracy theory,['Turkey'],dai.ly,https://dai.ly/x7r906q,dai.ly,2/1/20,"['gates', 'foundation', 'real', 'agent', 'pandemic']"
289,2/2/20,Lithuania,,,,Lithuania,15min.lt,"The coronavirus outbreak is the start of a depopulation program, based on links established by the Bill and Melinda Gates Foundation.",Minfo.lt and facebook users,https://minfo.lt/pasaulis/straipsnis/koronaviruso-protrukis-kinijoje-prasidejo-depopuliacijos-programa?fbclid=IwAR266IA-I0MvuNv_vThCdLFQ9DsZe09X5wUglvvf68RtRfitq0yczzgTmz0,https://www.15min.lt/naujiena/aktualu/lietuva/samoksla-del-uhano-koronaviruso-tresia-melu-ir-prastu-duomenu-supratimu-56-1270922,Lithuanian,FALSE,Please click the link to read the full article,conspiracy theory,['Lithuania'],minfo.lt,https://minfo.lt/pasaulis/straipsnis/koronaviruso-protrukis-kinijoje-prasidejo-depopuliacijos-programa?fbclid=IwAR266IA-I0MvuNv_vThCdLFQ9DsZe09X5wUglvvf68RtRfitq0yczzgTmz0,minfo.lt,2/2/20,"['coronavirus', 'outbreak', 'start', 'depopulation', 'program', 'based', 'links', 'established', 'melinda', 'gates', 'foundation']"
307,2/3/20,United States,,,,United States,LeadStories,Bill Gates helped fund a patent for coronavirus.,Website,https://www.naturalnews.com/2020-01-29-bill-gates-pandemic-exercise-coronavirus.html?fbclid=IwAR2AutzfuBHjQHgdDAfxlHjpOy57_ne7eea7qjzmIjRTCX0pHhwosGFW6jI,https://hoax-alert.leadstories.com/3471583-fake-news-bill-gates-did-not-help-fund-patent-for-coronavirus.html,English,FALSE,"The Pirbright Institute said the patents involve infectious bronchitis virus only, and the Gates Foundation did not fund that work.",conspiracy theory,['United States'],naturalnews.com,https://www.naturalnews.com/2020-01-29-bill-gates-pandemic-exercise-coronavirus.html?fbclid=IwAR2AutzfuBHjQHgdDAfxlHjpOy57_ne7eea7qjzmIjRTCX0pHhwosGFW6jI,naturalnews.com,2/3/20,"['gates', 'helped', 'fund', 'patent', 'coronavirus']"
488,2/10/20,Italy,,,,Italy,Pagella Politica,Bill Gates predicted coronavirus.,Facebook,https://www.facebook.com/photo.php?fbid=2536809369761305&set=a.110770439031889&type=3&theater,https://pagellapolitica.it/bufale/show/932/no-bill-gates-non-ha-predetto-il-nuovo-coronavirus,Italian,FALSE,Bill Gates did not predict the new coronavirus.,conspiracy theory,['Italy'],facebook.com,https://www.facebook.com/photo.php?fbid=2536809369761305&set=a.110770439031889&type=3&theater,facebook.com,2/10/20,"['gates', 'predicted', 'coronavirus']"
