,date,country_1,country_2,country_3,country_4,countries,organization,claim,source,source_url,fact_check_url,fact_check_lang,final_rating,explanation,category,countries_list,source_domain,resolved_url,resolved_domain,datetime,claim_p
4626,4/22/2020,France,United States,Turkey,,"France, United States, Turkey",AFP,"Japanese Nobel Prize for Medicine Tasuku Honjo claimed on social media that coronavirus is not ""natural"", and that China made it in a Wuhan lab where he worked for several years.",Social media,https://web.archive.org/save/https://www.facebook.com/634352629929715/posts/3132801580084795,https://factuel.afp.com/le-prix-nobel-tasuku-honjo-dement-avoir-declare-que-le-nouveau-coronavirus-netait-pas-naturel,French,false,"Pr Honjo publicly denied those assertions, that he called ""disinformation"" and ""fake accusations"", and never worked in any Chinese lab.",conspiracy theory,"['France', 'United States', 'Turkey']",archive.org,https://www.facebook.com/634352629929715/posts/3132801580084795,facebook.com,2020-04-22,"['japanese', 'nobel', 'prize', 'medicine', 'tasuku', 'honjo', 'claimed', 'social', 'media', 'coronavirus', 'natural', 'china', 'wuhan', 'lab', 'worked', 'years']"
4708,4/24/2020,India,,,,India,Newschecker,Nobel laureate and Japan's renowned professor Tasuku Honjo has described coronavirus as unnatural. He has also said that this has been prepared in a lab in China.,"Facebook, Twitter",https://www.facebook.com/search/top/?q=%E0%A4%A4%E0%A4%BE%E0%A4%B8%E0%A5%81%E0%A4%95%E0%A5%82%20%E0%A4%B9%E0%A5%8B%E0%A4%82%E0%A4%9C%E0%A5%8B,https://hindi.newschecker.in/2020/04/25/did-japans-nobel-prize-winner-tasuku-honjo-describe-sars-cov-2-as-man-made/,Hindi,false,Nobel laureate Professor Tasuku Honjo did not make this statement.,conspiracy theory,['India'],facebook.com,https://www.facebook.com/search/top/?q=%E0%A4%A4%E0%A4%BE%E0%A4%B8%E0%A5%81%E0%A4%95%E0%A5%82%20%E0%A4%B9%E0%A5%8B%E0%A4%82%E0%A4%9C%E0%A5%8B,facebook.com,2020-04-24,"['nobel', 'laureate', 'japan', 'renowned', 'professor', 'tasuku', 'honjo', 'described', 'coronavirus', 'unnatural', 'said', 'prepared', 'lab', 'china']"
4753,4/25/2020,India,,,,India,Factly,"Japan’s Nobel Prize winning Professor of Medicine, Professor Dr Tasuku Honjo has claimed that the coronavirus is not natural and that China manufactured it.",Social Media,https://archive.fo/tVYak,https://factly.in/telugu-nobel-laureate-tasuku-honjo-hasnt-claimed-that-coronavirus-is-man-made/,Telugu,false,"As the message went viral, Kyoto University has published a statement on behalf of Professor Tasuku Honjo. Tasuku Honjo in his statement said, ‘I am greatly saddened that my name and that of Kyoto University have been used to spread false accusations and misinformation’",conspiracy theory,['India'],archive.fo,https://www.facebook.com/journalistsai/posts/3159903424054826,facebook.com,2020-04-25,"['japan', 'nobel', 'prize', 'winning', 'professor', 'medicine', 'professor', 'tasuku', 'honjo', 'claimed', 'coronavirus', 'natural', 'china', 'manufactured']"
4754,4/25/2020,India,,,,India,Factly,"Japan’s Nobel Prize winning Professor of Medicine, Professor Dr Tasuku Honjo has claimed that the coronavirus is not natural and that China manufactured it.",Social Media,https://archive.fo/TgxLv,https://factly.in/nobel-laureate-tasuku-honjo-hasnt-claimed-that-coronavirus-is-man-made/,English,false,"As the message went viral, Kyoto University has published a statement on behalf of Professor Tasuku Honjo. Tasuku Honjo in his statement said, ‘I am greatly saddened that my name and that of Kyoto University have been used to spread false accusations and misinformation’",conspiracy theory,['India'],archive.fo,https://www.facebook.com/monaz.haque/posts/10159823031944778,facebook.com,2020-04-25,"['japan', 'nobel', 'prize', 'winning', 'professor', 'medicine', 'professor', 'tasuku', 'honjo', 'claimed', 'coronavirus', 'natural', 'china', 'manufactured']"
4760,4/25/2020,Nigeria,West Africa,,,"Nigeria, West Africa ",AfricaCheck,"Tasuku Honjo, Japan’s Nobel prize-winning immunologist, says that the coronavirus is not natural, did not come from bats, and was manufactured by China.",Facebook,https://www.facebook.com/NasarawaReporters/photos/a.1019378914758339/3420828064613400/?type=3&theater,https://africacheck.org/fbcheck/no-japans-nobel-laureate-honjo-did-not-say-coronavirus-unnatural-made-in-china/,English,false,"No reputable news sources have reported what would be a controversial quote from a Nobel prize-winning scientist. On 27 April Honjo, through Kyoto University, released an official statement refuting the claim. He also warned against sharing unproven claims about the virus. ",causes,"['Nigeria', 'West Africa']",facebook.com,https://www.facebook.com/NasarawaReporters/photos/a.1019378914758339/3420828064613400/?type=3&theater,facebook.com,2020-04-25,"['tasuku', 'honjo', 'japan', 'nobel', 'prize', 'winning', 'immunologist', 'says', 'coronavirus', 'natural', 'come', 'bats', 'manufactured', 'china']"
4766,4/26/2020,India ,,,,India ,BOOM FactCheck,Japanese Nobel laureate Tasuku Honjo announced that coronavirus is man-made.,All social media platforms,https://twitter.com/MANOJMEENARAJ/status/1253625437537759232,https://www.boomlive.in/coronavirus-outbreak/false-japanese-nobel-laureate-tasuku-honjo-says-sars-cov-2-is-man-made-7835,English,false,There is no newspaper or magazine article stating that Honjo made any statement on the origin of coronavirus,causes,['India'],twitter.com,https://twitter.com/MANOJMEENARAJ/status/1253625437537759232,twitter.com,2020-04-26,"['japanese', 'nobel', 'laureate', 'tasuku', 'honjo', 'announced', 'coronavirus', 'man']"
4774,4/26/2020,Australia,,,,Australia,AFP,"Multiple posts on Facebook, Twitter and on various websites have shared a purported quote about the novel coronavirus from Japanese physician Tasuku Honjo, the 2018 winner of the Nobel Prize in Physiology or Medicine. The posts, shared thousands of times, quote Dr Honjo as stating that the virus is “not natural” and was “manufactured in China”, as well as stating he previously worked at a laboratory in Chinese city of Wuhan for four years.","FB, Twitter, websites",https://perma.cc/Y8Z5-YVVS,https://factcheck.afp.com/nobel-laureate-tasuku-honjo-refutes-false-quote-attributed-him-about-novel-coronavirus,English,false,"Dr Honjo said he never made the purported comments, dismissing the posts as “misinformation”; his biography on the Kyoto University website shows he has never held a position at a laboratory in China.",other,['Australia'],perma.cc,https://www.facebook.com/photo.php?fbid=10220075380893320&set=a.4304756815647&type=3&theater,facebook.com,2020-04-26,"['multiple', 'posts', 'facebook', 'twitter', 'websites', 'shared', 'purported', 'quote', 'novel', 'coronavirus', 'japanese', 'physician', 'tasuku', 'honjo', '2018', 'winner', 'nobel', 'prize', 'physiology', 'medicine', 'posts', 'shared', 'thousands', 'times', 'quote', 'honjo', 'stating', 'virus', 'natural', 'manufactured', 'china', 'stating', 'previously', 'worked', 'laboratory', 'chinese', 'city', 'wuhan', 'years']"
4785,4/26/2020,Italy,,,,Italy,Open,Japanese Nobel Tasuku Honjo says coronavirus was created in the Wuhan laboratory,Whatsapp,Unavaliable,https://www.open.online/2020/04/26/coronavirus-la-bufala-whatsapp-del-premio-nobel-giapponese-tasuku-honjo-e-il-virus-creato-a-wuhan,Italian,false,The Whatsapp message says that Tasuku Honjo worked 4 years in Wuhan. In his curriculum he doesn't say he worked in Wuhan. The professor never said that coronavirus was created in the laboratory.,conspiracy theory,['Italy'],N/A,Unavaliable,N/A,2020-04-26,"['japanese', 'nobel', 'tasuku', 'honjo', 'says', 'coronavirus', 'created', 'wuhan', 'laboratory']"
4830,4/27/2020,Spain,,,,Spain,Newtral.es,"Tasuku Honjo, Nobel Prize in Medicine 2018, said that ""the coronavirus is man-made"".",WhatsApp,Unavaliable,https://www.newtral.es/tasuku-honjo-nobel-japones-bulo-coronavirus/20200427/,Spanish,false,"There is no trace of these statements in the media and Aluk Humar, a member of Honjo's team, published a denial on his Facebook page.",conspiracy theory,['Spain'],N/A,Unavaliable,N/A,2020-04-27,"['tasuku', 'honjo', 'nobel', 'prize', 'medicine', '2018', 'said', 'coronavirus', 'man']"
4816,4/27/2020,Myanmar,,,,Myanmar,FactCrescendo,Japanese Nobel laureate professor Tasuku Honjo who had worked for 4 years in Wuhan laboratory said that coronavirus was synthetically manufactured in Wuhan laboratory.,Facebook,https://archive.vn/4Yd18,https://myanmar.factcrescendo.com/fact-check-japanese-novel-laureate-professor-tasuku-honjo-said-coronavirus-was-made-in-wuhan-laboratory/,Burmese,false,"Professor Tasuku Honjo is working as a Deputy Director at the Kyoto University, Japan. The university has issued a statement refuting the claims circulating on social media and the professor has never worked in the Wuhan Laboratory.",conspiracy theory,['Myanmar'],archive.vn,https://www.facebook.com/groups/448318802032498/permalink/1303430896521280/?_rdc=1&_rdr,facebook.com,2020-04-27,"['japanese', 'nobel', 'laureate', 'professor', 'tasuku', 'honjo', 'worked', 'years', 'wuhan', 'laboratory', 'said', 'coronavirus', 'synthetically', 'manufactured', 'wuhan', 'laboratory']"
4786,4/27/2020,France,Japan,,,"France, Japan",CheckNews,Nobel Prize Tasuku Honjo says the coronavirus was created by man in Wuhan.,Facebook,https://www.facebook.com/1758982864377665/posts/2624753831133893,https://www.liberation.fr/checknews/2020/04/27/le-prix-nobel-tasuku-honjo-a-t-il-affirme-que-le-coronavirus-avait-ete-cree-par-l-homme_1786549,French,false,He never said that and has no relationship to any lab in Wuhan. ,conspiracy theory,"['France', 'Japan']",facebook.com,https://www.facebook.com/1758982864377665/posts/2624753831133893,facebook.com,2020-04-27,"['nobel', 'prize', 'tasuku', 'honjo', 'says', 'coronavirus', 'created', 'man', 'wuhan']"
5559,4/27/2020,Greece,,,,Greece,Ellinika Hoaxes,"Tasuku Honjo, a Japanese Nobel Laureate in medicine is claiming that COVID-19 is a Chinese-made virus.","Blogs, News",Unavaliable,https://www.ellinikahoaxes.gr/2020/04/27/nobelistas-koronoios/,Greek,false,Tasuki Honjo never claimed that the virus was made by the Chinese. He denied the statement.,conspiracy theory,['Greece'],N/A,Unavaliable,N/A,2020-04-27,"['tasuku', 'honjo', 'japanese', 'nobel', 'laureate', 'medicine', 'claiming', 'covid', 'chinese', 'virus']"
4804,4/27/2020,Colombia,,,,Colombia,Colombiacheck,"A WhatsApp chain said that the Japanese scientist Tasuku Honjo claimed that COVID-19 was created by man.
",Twitter,https://twitter.com/HumanBeing38/status/1253613893437587456,https://colombiacheck.com/chequeos/no-tasuku-honjo-no-dijo-que-coronavirus-covid-19-se-creo-en-un-laboratorio,Spanish,false,The scientist never made that claim. The Twitter user who sent the information was impersonating the Japanese professor and the scientific consensus is that the SARS-CoV-2 virus has a natural origin.,other,['Colombia'],twitter.com,https://twitter.com/HumanBeing38/status/1253613893437587456,twitter.com,2020-04-27,"['whatsapp', 'chain', 'said', 'japanese', 'scientist', 'tasuku', 'honjo', 'claimed', 'covid', 'created', 'man']"
5651,4/28/2020,Germany,,,,Germany,Correctiv,A Whatsapp message claims that Japanese immunologist Tasuku Honjo said: the coronavirus is not natural.,Whatsapp,Unavaliable,https://correctiv.org/faktencheck/2020/05/05/nein-der-japanische-immunologe-tasuku-honjo-sagte-nicht-das-coronavirus-sei-nicht-natuerlich,German,false,Tasuku Honjo didn't say this and published a statement saying that the claim is false.,conspiracy theory,['Germany'],N/A,Unavaliable,N/A,2020-04-28,"['whatsapp', 'message', 'claims', 'japanese', 'immunologist', 'tasuku', 'honjo', 'said', 'coronavirus', 'natural']"
5622,4/28/2020,Croatia,,,,Croatia,Faktograf,"Japanese Nobel laureate Tasuku Honjo, who worked in Wuhan for four years, claimed that SARS-CoV-2 was human-made.",WhatssApp and Facebook,https://archive.li/PgfgL,https://faktograf.hr/2020/04/28/ne-japanski-nobelovac-nije-izjavio-da-je-kina-stvorila-koronavirus-u-laboratoriju/,Croatian,false,Tasuku Honjo has refuted any link to the claim. He didn't work in Wuhan. ,,['Croatia'],archive.li,https://www.zgubidan.com/koronavirus-je-100-lazan-svi-moji-prijatelji-koji-su-radili-u-laboratoriju-u-wuhanu-sada-su-mrtvi/?fbclid=IwAR3c6Qfjw6OyDrAQnL5RAzpusEB1l6it6th7-5ib2ygeYBbhD0znrmGIXc8,zgubidan.com,2020-04-28,"['japanese', 'nobel', 'laureate', 'tasuku', 'honjo', 'worked', 'wuhan', 'years', 'claimed', 'sars', 'cov', 'human']"
5577,4/28/2020,Taiwan,Germany,United States,Turkey,"Taiwan, Germany, United States, Turkey",Taiwan FactCheck Center,"Japanese Nobel laureate Tasuku Honjo, who worked in Wuhan for four years, claimed that SARS-CoV-2 was human-made.","Facebook, Line",https://www.facebook.com/jeffcfliao/posts/10214419467638824,https://tfc-taiwan.org.tw/articles/3795,Chinese (traditional),false,Tasuku Honjo has refuted any link to the claim. He didn't work in Wuhan. ,conspiracy theory,"['Taiwan', 'Germany', 'United States', 'Turkey']",facebook.com,https://www.facebook.com/jeffcfliao/posts/10214419467638824,facebook.com,2020-04-28,"['japanese', 'nobel', 'laureate', 'tasuku', 'honjo', 'worked', 'wuhan', 'years', 'claimed', 'sars', 'cov', 'human']"
5322,4/28/2020,India,,,,India,BOOM FactCheck,Japanese Nobel laureate Tasuku Honjo declared that coronavirus is man-made and is created by China.,"Facebook, Twitter & WhatsApp",https://twitter.com/MANOJMEENARAJ/status/1253625437537759232?s=20,https://hindi.boomlive.in/fake-news/falsejapanese-nobel-laureate-tasuku-honjo-says-sars-cov-2-is-man-made-7863,Hindi,false,Tasuku Honjo has made no statement about coronavirus.,conspiracy theory,['India'],twitter.com,https://twitter.com/MANOJMEENARAJ/status/1253625437537759232?s=20,twitter.com,2020-04-28,"['japanese', 'nobel', 'laureate', 'tasuku', 'honjo', 'declared', 'coronavirus', 'man', 'created', 'china']"
