,date,country_1,country_2,country_3,country_4,countries,organization,claim,source,source_url,fact_check_url,fact_check_lang,final_rating,explanation,category,countries_list,source_domain,resolved_url,resolved_domain,datetime,claim_p
6099,5/19/2020,United States,,,,United States,PolitiFact,"“If you look at the one (hydroxychloroquine) survey, the only bad survey, they were giving it to people that were in very bad shape. They were very old. Almost dead.”",Donald Trump,https://www.whitehouse.gov/briefings-statements/remarks-president-trump-senate-gop-policy-lunch-u-s-capitol/,https://www.politifact.com/factchecks/2020/may/20/donald-trump/trump-wrong-hydroxychloroquine-studies-only-gave-d/,English,false,"Trump spoke as though there was only one study that found no benefit from hydroxychloroquine, and said it only looked at people “that were in very bad shape,” almost dead. There have been three studies, and all found no link between hydroxychloroquine and reduced deaths. All studies filtered out the impact of underlying health problems.",authorities,['United States'],whitehouse.gov,https://www.whitehouse.gov/briefings-statements/remarks-president-trump-senate-gop-policy-lunch-u-s-capitol/,whitehouse.gov,2020-05-19,"['look', 'hydroxychloroquine', 'survey', 'bad', 'survey', 'giving', 'people', 'bad', 'shape', 'old', 'dead']"
6522,5/19/2020,Brazil,,,,Brazil,Estadão Verifica,São Paulo's governor João Doria ordered a recall of chloroquine and hydroxychloroquine from dugstores.,Social media posts,https://twitter.com/ArthurWeint/status/1261022227543265286,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-doria-tenha-mandado-recolher-cloroquina-das-farmacias-de-sp/,Portuguese,false,The medecine is used as political tool to divide the governor and federal government. The state government said they receive the medecine and delivers to hospitals. State government has no control over drugstores.,authorities,['Brazil'],twitter.com,https://twitter.com/ArthurWeint/status/1261022227543265286,twitter.com,2020-05-19,"['são', 'paulo', 'governor', 'joão', 'doria', 'ordered', 'recall', 'chloroquine', 'hydroxychloroquine', 'dugstores']"
6048,5/19/2020,Brazil,,,,Brazil,Agência Lupa,"The Workers Party (PT) filed a lawsuit against the government, on the STF (Supreme Court), that demands the Federal Government stop purchasing chloroquine and hydroxychloroquine.",Facebook,https://www.facebook.com/groups/jaebolsonaro/permalink/1003167430392785/,https://piaui.folha.uol.com.br/lupa/2020/05/19/acao-pt-stf-cloroquina/,Portuguese,false,"Although the lawsuit mentioned on this post is real, it is not asking the government to stop buying chloroquine. Actually, they request, amongst several other things, that public authorities stop using official communication channels to promote any medication which has not yet been scientifically proven effective against COVID-19.",authorities,['Brazil'],facebook.com,https://www.facebook.com/groups/jaebolsonaro/permalink/1003167430392785/,facebook.com,2020-05-19,"['workers', 'party', 'filed', 'lawsuit', 'government', 'stf', 'supreme', 'court', 'demands', 'federal', 'government', 'stop', 'purchasing', 'chloroquine', 'hydroxychloroquine']"
6142,5/20/2020,United Kingdom,,,,United Kingdom,Full Fact,Hydroxychloroquine cures COVID-19.,Facebook,https://www.facebook.com/groups/698141807656499/permalink/725836158220397/,https://fullfact.org/online/hydroxychloroquine-not-radiation-sickness/,English,false,Hydroxychloroquine hasn’t been proven to cure COVID-19 and is not used as a treatment for radiation sickness.,cures,['United Kingdom'],facebook.com,https://www.facebook.com/groups/698141807656499/permalink/725836158220397/,facebook.com,2020-05-20,"['hydroxychloroquine', 'cures', 'covid']"
6402,5/21/2020,Brazil,,,,Brazil,Aos Fatos,Worldwide research shows that hydroxychloroquine is the most effective drug against COVID-19.,Brazil Communication Secretary,https://www.facebook.com/fact-checking/?tab=submitted_reviews&id=3884115464992840,https://www.aosfatos.org/noticias/e-falso-que-pesquisa-indica-tratamento-com-hidroxicloroquina-como-o-mais-eficaz-contra-covid-19/,Portuguese,false,"The source of the information cited is, in reality, a poll without statistical validity made by the online forum Sermo. The data, moreover, are from an old poll, from April 2.",other,['Brazil'],facebook.com,https://www.facebook.com/fact-checking/?tab=submitted_reviews&id=3884115464992840,facebook.com,2020-05-21,"['worldwide', 'research', 'shows', 'hydroxychloroquine', 'effective', 'drug', 'covid']"
6566,5/22/2020,United States,,,,United States,Science Feedback,"Dolores Cahill claims in an interview on TheHighWire that there is already a preventive strategy and treatment for COVID-19 through ""nutrition, vitamins and hydroxychloroquine"", therefore social distancing is unnecessary.","Dolores Cahill, The HighWire",http://archive.vn/0Zd0O,https://healthfeedback.org/claimreview/to-date-no-therapy-has-been-proven-effective-for-preventing-or-treating-covid-19-contrary-to-claim-by-dolores-cahill/,English,false,"Contrary to Cahill’s claims, no therapeutic strategy has been proven effective to prevent or treat COVID-19 yet. Current evidence indicates that precautionary measures including frequent handwashing, cleaning and disinfection of frequently touched objects, use of masks, and social distancing are effective to help prevent the spread of COVID-19.",cures,['United States'],archive.vn,https://www.facebook.com/watch/?v=551012122274478,facebook.com,2020-05-22,"['dolores', 'cahill', 'claims', 'interview', 'thehighwire', 'preventive', 'strategy', 'treatment', 'covid', 'nutrition', 'vitamins', 'hydroxychloroquine', 'social', 'distancing', 'unnecessary']"
6428,5/27/2020,India,,,,India,FactCrescendo,Hydroxychloroquine (HCQ) was developed by an Indian scientist named Prafulla Chandra Ray.,Facebook,https://archive.fo/Sx3ny,https://odia.factcrescendo.com/2020/05/27/did-prafulla-chandra-ray-develop-hydroxychloroquine-medicine/,Odia,false,Hydroxychloroquine ware first synthesized in the mid-1940s during World War Two. Ray had no direct connection with the discovery or manufacture of hydroxychloroquine.,other,['India'],archive.fo,https://www.facebook.com/mrutyunjaya.barik.77/posts/10219214211844394,facebook.com,2020-05-27,"['hydroxychloroquine', 'hcq', 'developed', 'indian', 'scientist', 'named', 'prafulla', 'chandra', 'ray']"
6782,6/4/2020,Brazil,,,,Brazil,Agência Lupa,"Maria Virgínia Casagrande, first lady of the Brazilian State of Espirito Santo, was cured of COVID-19 after being treated with a protocol of hydroxychloroquine and azithromycin.",Facebook,https://www.facebook.com/photo.php?fbid=2698241843796030&set=a.1387664751520419&type=3,https://piaui.folha.uol.com.br/lupa/2020/06/04/verificamos-primeira-dama-unimed-hidroxicloroquina/,Portuguese,false,"This alledged protocol is not applied by the CIAS Hospital, where she was treated for COVID-19 and released after four days. This information was confirmed by Unimed Vitória, who manages the hospital.",,['Brazil'],facebook.com,https://www.facebook.com/photo.php?fbid=2698241843796030&set=a.1387664751520419&type=3,facebook.com,2020-06-04,"['maria', 'virgínia', 'casagrande', 'lady', 'brazilian', 'state', 'espirito', 'santo', 'cured', 'covid', 'treated', 'protocol', 'hydroxychloroquine', 'azithromycin']"
7023,6/13/2020,India,,,,India,FactCrescendo,"A doctor at the SGRH hospital in New Delhi, India prescribed hydroxychloroquine tablet to prevent COVID-19 infection.",Facebook/Twitter/WhatsApp,https://archive.vn/frjsD,https://www.factcrescendo.com/fact-check-sgrh-has-not-prescribed-this-letter-to-covid-19-patients/,Hindi,false,"The prescription is a fake one forging the handwriting, stamp and signature of the said doctor.",cures,['India'],archive.vn,https://www.facebook.com/photo.php?fbid=2017737311689829&set=a.114345455362367&type=3&theater,facebook.com,2020-06-13,"['doctor', 'sgrh', 'hospital', 'new', 'delhi', 'india', 'prescribed', 'hydroxychloroquine', 'tablet', 'prevent', 'covid', 'infection']"
7518,6/22/2020,United States,,,,United States,Science Feedback,A scientific study shows that cannabis is more effective at preventing and treating COVID-19 than hydroxychloroquine.,"Tristan Greene, The Next Web",https://archive.fo/kQGxa,https://healthfeedback.org/claimreview/no-scientific-evidence-indicates-that-cannabis-can-prevent-or-cure-covid-19-in-patients-the-next-web/,English,no evidence,"The World Health Organization recognizes some therapeutic uses of cannabinoids. A recent scientific preprint reported that some cannabis strains might modulate the expression of ACE2, the viral receptor for SARS-CoV-2, in an in vitro study. However, the study does not present data on clinical outcomes in animals or humans (in vivo) during infection, nor does it test whether the cannabis extracts affect the infectivity of SARS-CoV-2. It is thus impossible to know whether these specific cannabis strains could prevent or cure COVID-19 in people. The study also did not compare the effect of cannabis extracts with that of hydroxychloroquine on COVID-19, so it does not provide any evidence for the claim that cannabis works better than hydroxychloroquine.",cures,['United States'],archive.fo,https://thenextweb.com/corona/2020/05/22/cannabis-is-more-effective-at-preventing-and-treating-covid-19-than-hydroxychloroquine/?fbclid=IwAR1o6kCoSM3O10aUhC8MlWBT5K5tgbVT6BHPC_wrbb0W5zmwVyqDCQgTNVI,thenextweb.com,2020-06-22,"['scientific', 'study', 'shows', 'cannabis', 'effective', 'preventing', 'treating', 'covid', 'hydroxychloroquine']"
