,date,country_1,country_2,country_3,country_4,countries,organization,claim,source,source_url,fact_check_url,fact_check_lang,final_rating,explanation,category,countries_list,source_domain,resolved_url,resolved_domain,datetime,claim_p
415,2/6/2020,India,,,,India,NewsMobile,China is seeking court’s approval to kill all who tested positive with coronavirus.,Twitter,https://twitter.com/AF_indian/status/1225475839975940100,http://newsmobile.in/articles/2020/02/07/china-seeking-courts-approval-to-kill-the-over-20000-coronavirus-patients-no-this-news-is-fake/,English,false,The National Health Commission of the People’s Republic of China makes no mention of any such case.,conspiracy theory,['India'],twitter.com,https://twitter.com/AF_indian/status/1225475839975940100,twitter.com,2020-02-06,"['china', 'seeking', 'court', 'approval', 'kill', 'tested', 'positive', 'coronavirus']"
417,2/6/2020,Nigeria,,,,Nigeria,Dubawa,China seeks approval from the court to kill over 20 000 coronavirus patients.,Website,https://ab-tc.com/china-seek-for-courts-approval-to-kill-the-over-20000-coronavirus-patients-to-avoid-further-spread-of-the-virus/,https://dubawa.org/china-is-not-seeking-approval-for-gross-homicide/,English,false,There is no evidence to support this claim. ,authorities,['Nigeria'],ab-tc.com,https://ab-tc.com/china-seek-for-courts-approval-to-kill-the-over-20000-coronavirus-patients-to-avoid-further-spread-of-the-virus/,ab-tc.com,2020-02-06,"['china', 'seeks', 'approval', 'court', 'kill', '000', 'coronavirus', 'patients']"
448,2/7/2020,United States,,,,United States,LeadStories,"China seeks court approval to kill over 20,000 coronavirus patients to stop the spread of the outbreak.",ab-tc.com,Unavaliable,https://hoax-alert.leadstories.com/3471622-fake-news-china-seek-for-courts-approval-to-kill-the-over-20000-coronavirus-patients-to-avoid-furthe.html,English,false,There is no evidence that China went to courts seeking such approval.,authorities,['United States'],N/A,Unavaliable,N/A,2020-02-07,"['china', 'seeks', 'court', 'approval', 'kill', '000', 'coronavirus', 'patients', 'stop', 'spread', 'outbreak']"
5430,2/10/2020,Philippines,Nigeria,,,Philippines,AFP,"China sought Supreme Court approval to euthanise 20,000 coronavirus patients.",Facebook,https://perma.cc/C6S5-HQ2F,https://factcheck.afp.com/hoax-report-claims-china-sought-supreme-court-approval-euthanise-20000-coronavirus-patients,English,false,"This article claimed that China sought the United States Supreme Court to kill 20,000 coronavirus patients; that claim was false. The article was published on a site that has regulary produced hoax reports",,['Philippines'],perma.cc,https://www.facebook.com/pinoykahitsaan/posts/10158081102060842,facebook.com,2020-02-10,"['china', 'sought', 'supreme', 'court', 'approval', 'euthanise', '000', 'coronavirus', 'patients']"
511,2/11/2020,Turkey,,,,Turkey,Teyit,"China seeks approval from the court to kill over 20,000 coronavirus patients.",Website,https://ab-tc.com/china-seek-for-courts-approval-to-kill-the-over-20000-coronavirus-patients-to-avoid-further-spread-of-the-virus/,https://teyit.org/cinin-20-bin-koronaviruslu-hastayi-oldurmek-icin-mahkeme-karari-bekledigi-iddiasi/,Turkish,false,No credible news platforms have published this information. There is no such hearing in the supreme court schedule.,authorities,['Turkey'],ab-tc.com,https://ab-tc.com/china-seek-for-courts-approval-to-kill-the-over-20000-coronavirus-patients-to-avoid-further-spread-of-the-virus/,ab-tc.com,2020-02-11,"['china', 'seeks', 'approval', 'court', 'kill', '000', 'coronavirus', 'patients']"
548,2/12/2020,India,,,,India,Vishvas News,"China seeks court’s approval to kill 20,000 coronavirus patients.",Facebook,https://archive.md/lxqEr,https://www.vishvasnews.com/english/health/fact-check-post-claiming-china-seeks-courts-approval-to-kill-20000-coronavirus-patients-is-fake/,English,false,The post is false.,authorities,['India'],archive.md,https://www.facebook.com/science3289/posts/2747197258735023,facebook.com,2020-02-12,"['china', 'seeks', 'court', 'approval', 'kill', '000', 'coronavirus', 'patients']"
595,2/16/2020,Philippines,,,,Philippines,VERA Files,"Upon approval from Supreme People's Court, China will kill 20,000 patients with novel coronavirus.",Website,http://news-af.feednews.com/news/detail/a9372e69c089fb9561af068e7cf0c64f?from=share&pct=46.23&client=news&fbclid=IwAR2C7RGrK-4t_vALY31ZrNKCKz1WUcyYavA7zv5hfv2PdAYoXN8-tHQX7wA,https://verafiles.org/articles/vera-files-fact-check-report-claiming-china-kill-20k-covid-1,English,false,There is no such case being tried at the Supreme People’s Court of China. The high court’s record of scheduled hearings does not show that it was set to decide on such a case on 2/7/20.,authorities,['Philippines'],feednews.com,http://news-af.feednews.com/news/detail/a9372e69c089fb9561af068e7cf0c64f?from=share&pct=46.23&client=news&fbclid=IwAR2C7RGrK-4t_vALY31ZrNKCKz1WUcyYavA7zv5hfv2PdAYoXN8-tHQX7wA,feednews.com,2020-02-16,"['approval', 'supreme', 'people', 'court', 'china', 'kill', '000', 'patients', 'novel', 'coronavirus']"
653,2/19/2020,India,,,,India,Vishvas News,"China seeks court’s approval to kill 20,000 coronavirus patients.",Facebook,Unavaliable,https://www.vishvasnews.com/urdu/viral/fact-check-china-government-is-not-seeking-sanction-from-court-to-kill-coronavirus-patients/,Urdu,false,The claim is fake.,authorities,['India'],N/A,Unavaliable,N/A,2020-02-19,"['china', 'seeks', 'court', 'approval', 'kill', '000', 'coronavirus', 'patients']"
